A051;BOTULISMO;CX;Diagnóstico (CIEX);1
A052;INTOXICACION ALIMENTARIA DEBIDA A CLOSTRIDIUM PERFRINGENS CLOSTRIDIUM WELCHII];CX;Diagnóstico (CIEX);1
A053;INTOXICACION ALIMENTARIA DEBIDA A VIBRIO PARAHAEMOLYTICUS;CX;Diagnóstico (CIEX);1
A054;INTOXICACION ALIMENTARIA DEBIDA A BACILLUS CEREUS;CX;Diagnóstico (CIEX);1
A058;OTRAS INTOXICACIONES ALIMENTARIAS DEBIDAS A BACTERIAS ESPECIFICADAS;CX;Diagnóstico (CIEX);1
A059;INTOXICACION ALIMENTARIA BACTERIANA, NO ESPECIFICADA;CX;Diagnóstico (CIEX);1
A060;DISENTERIA AMEBIANA AGUDA;CX;Diagnóstico (CIEX);1
A061;AMEBIASIS INTESTINAL CRONICA;CX;Diagnóstico (CIEX);1
A062;COLITIS AMEBIANA NO DISENTERICA;CX;Diagnóstico (CIEX);1
A063;AMEBOMA INTESTINAL;CX;Diagnóstico (CIEX);1
A064;ABSCESO AMEBIANO DEL HIGADO;CX;Diagnóstico (CIEX);1
A065;ABSCESO AMEBIANO DEL PULMON (J99.8*);CX;Diagnóstico (CIEX);1
A066;ABSCESO AMEBIANO DEL CEREBRO (G07*);CX;Diagnóstico (CIEX);1
A067;AMEBIASIS CUTANEA;CX;Diagnóstico (CIEX);1
A068;INFECCION AMEBIANA DE OTRAS LOCALIZACIONES;CX;Diagnóstico (CIEX);1
A069;AMEBIASIS, NO ESPECIFICADA;CX;Diagnóstico (CIEX);1
A070;BALANTIDIASIS;CX;Diagnóstico (CIEX);1
A071;GIARDIASIS [LAMBLIASIS];CX;Diagnóstico (CIEX);1
A072;CRIPTOSPORIDIOSIS;CX;Diagnóstico (CIEX);1
A073;ISOSPORIASIS;CX;Diagnóstico (CIEX);1
A078;OTRAS ENFERMEDADES INTESTINALES ESPECIFICADAS DEBIDAS A PROTOZOARIOS;CX;Diagnóstico (CIEX);1
A079;ENFERMEDAD INTESTINAL DEBIDA A PROTOZOARIOS, NO ESPECIFICADA;CX;Diagnóstico (CIEX);1
A0793;COLITIS;CX;Diagnóstico (CIEX);0
A080;ENTERITIS DEBIDA A ROTAVIRUS;CX;Diagnóstico (CIEX);1
A081;GASTROENTEROPATIA AGUDA DEBIDA AL AGENTE DE NORWALK;CX;Diagnóstico (CIEX);1
A082;ENTERITIS DEBIDA A ADENOVIRUS;CX;Diagnóstico (CIEX);1
A083;OTRAS ENTERITIS VIRALES;CX;Diagnóstico (CIEX);1
A084;INFECCION INTESTINAL VIRAL, SIN OTRA ESPECIFICACION;CX;Diagnóstico (CIEX);1
A085;OTRAS INFECCIONES INTESTINALES ESPECIFICADAS;CX;Diagnóstico (CIEX);1
A090;OTRAS GASTROENTERITIS Y COLITIS NO ESPECIFICADAS DE ORIGEN INFECCIOSO;CX;Diagnóstico (CIEX);1
A099;GASTROENTERITIS Y COLITIS DE ORIGEN NO ESPECIFICADA;CX;Diagnóstico (CIEX);1
A09X;INFECCIONES INTESTINALES DEBIDAS A OTROS ORGANISMOS SIN ESPECIFICAR;CX;Diagnóstico (CIEX);1
A09X0;DIARREA ACUOSA INCLUYE COLITIS, ENTERITIS, GENTEROCOLITIS, GASTROENTERITIS, GASTROENTERO;CX;Diagnóstico (CIEX);0
A09X1;ENFERMEDAD DIARREICA ACUOSA SIN DESHIDRATACION;CX;Diagnóstico (CIEX);0
A09X2;ENFERMEDAD DIARREICA ACUOSA CON DESHIDRATACION;CX;Diagnóstico (CIEX);0
A09X3;ENFERMEDAD DIARREICA ACUOSA CON DESHIDRATACION CON SHOCK;CX;Diagnóstico (CIEX);0
A09X4;ENFERMEDAD DIARREICA DISENTERICA SIN DESHIDRATACION;CX;Diagnóstico (CIEX);0
A09X5;ENFERMEDAD DIARREICA DISENTERICA CON DESHIDRATACION;CX;Diagnóstico (CIEX);0
A09X6;ENFERMEDAD DIARREICA PERSISTENTE;CX;Diagnóstico (CIEX);0
A09X7;DIARREA DISENTERICA;CX;Diagnóstico (CIEX);0
A09X8;ENFERMEDAD DIARREICA DISENTERICA CON DESHIDRATACION CON SHOCK;CX;Diagnóstico (CIEX);0
A150;TBC PULMONAR  BK (+);CX;Diagnóstico (CIEX);1
A151;TBC PULMONAR SOLO CULTIVO POSITIVO;CX;Diagnóstico (CIEX);1
A152;TUBERCULOSIS DEL PULMON, CONFIRMADA HISTOLOGICAMENTE;CX;Diagnóstico (CIEX);1
A153;TBC PULMONAR, CONFIRMADA POR MEDIOS NO ESPECIFICADOS;CX;Diagnóstico (CIEX);1
A154;TUBERCULOSIS DE GANGLIOS LINFATICOS INTRATORACICOS, CONFIRMADA BACTERIOLOGICA E HISTOLOG;CX;Diagnóstico (CIEX);1
A155;TUBERCULOSIS DE LARINGE, TRAQUEA Y BRONQUIOS, CONFIRMADA BACTERIOLOGICA E HISTOLOGICAMEN;CX;Diagnóstico (CIEX);1
A156;PLEURESIA TUBERCULOSA, CONFIRMADA BACTERIOLOGICA E HISTOLOGICAMENTE;CX;Diagnóstico (CIEX);1
A157;TUBERCULOSIS RESPIRATORIA PRIMARIA, CONFIRMADA BACTERIOLOGICA E HISTOLOGICAMENTE;CX;Diagnóstico (CIEX);1
A158;OTRAS TUBERCULOSIS RESPIRATORIAS, CONFIRMADAS BACTERIOLOGICA E HISTOLOGICAMENTE;CX;Diagnóstico (CIEX);1
A159;TUBERCULOSIS RESPIRATORIA NO ESPECIFICADA, CONFIRMADA BACTERIOLOGICA E HISTOLOGICAMENTE;CX;Diagnóstico (CIEX);1
A160;TBC PULMONAR BK (-) CULTIVO (-);CX;Diagnóstico (CIEX);1
A161;TUBERCULOSIS DEL PULMON, SIN EXAMEN BACTERIOLOGICO E HISTOLOGICO;CX;Diagnóstico (CIEX);1
A162;TUBERCULOSIS DEL PULMON, SIN MENCION DE CONFIRMACION BACTERIOLOGICA O HISTOLOGICA;CX;Diagnóstico (CIEX);1
A163;TUBERCULOSIS DE GANGLIOS LINFATICOS INTRATORACICOS, SIN MENCION DE CONFIRMACION BACTERIO;CX;Diagnóstico (CIEX);1
A164;TUBERCULOSIS DE LARINGE, TRAQUEA Y BRONQUIOS, SIN MENCION DE CONFIRMACION BACTERIOLOGICA;CX;Diagnóstico (CIEX);1
A165;PLEURESIA TUBERCULOSA, SIN MENCION DE CONFIRMACION BACTERIOLOGICA O HISTOLOGICA;CX;Diagnóstico (CIEX);1
A167;TUBERCULOSIS RESPIRATORIA PRIMARIA, SIN MENCION DE CONFIRMACION BACTERIOLOGICA O HISTOLO;CX;Diagnóstico (CIEX);1
A168;OTRAS TUBERCULOSIS RESPIRATORIAS, SIN MENCION DE CONFIRMACION;CX;Diagnóstico (CIEX);1
A169;TBC RESPIRATORIA NO ESPECIFICADA / TBC PULMONAR SIN BACILOSCOPIA;CX;Diagnóstico (CIEX);1
A170;MENINGITIS TUBERCULOSA (G01*);CX;Diagnóstico (CIEX);1
A171;TUBERCULOMA MENINGEO (G07*);CX;Diagnóstico (CIEX);1
A178;OTRAS TUBERCULOSIS DEL SISTEMA NERVIOSO;CX;Diagnóstico (CIEX);1
A1782;MENINGITIS TUBERCULOSA;CX;Diagnóstico (CIEX);0
A179;TUBERCULOSIS DEL SISTEMA NERVIOSO, NO ESPECIFICADA (G99.8*);CX;Diagnóstico (CIEX);1
A180;TUBERCULOSIS DE HUESOS Y ARTICULACIONES;CX;Diagnóstico (CIEX);1
A1801;TBC DE HUESOS Y ARTICULACIONES, SIN CONFIRMACION BACTERIOLOGICA E HISTOPATOLOGICA;CX;Diagnóstico (CIEX);0
A1802;TBC DE HUESOS Y ARTICULACIONES, CONFIRMADO CON HISTOPATOLOGIA;CX;Diagnóstico (CIEX);0
A1803;TBC DE HUESOS Y ARTICULACIONES, CONFIRMADO CO BACTERIOLOGIA;CX;Diagnóstico (CIEX);0
A181;TUBERCULOSIS DEL APARATO GENITOURINARIO;CX;Diagnóstico (CIEX);1
A1811;TBC DEL APARATO GENITOURINARIO, SIN CONFIRMACION BACTERIOLOGICA E HISTOPATOLOGICA;CX;Diagnóstico (CIEX);0
A1812;TBC DEL APARATO GENITOURINAIRO, CONFIRMADO CON HISTOPATOLOGIA;CX;Diagnóstico (CIEX);0
A1813;TBC DEL APARATO GENITOURINARIO, CONFIRMADO CON BACTERIOLOGIA;CX;Diagnóstico (CIEX);0
A182;LINFADENOPATIA PERIFERICA TUBERCULOSA;CX;Diagnóstico (CIEX);1
A1821;LINFADENOPATIA PERIFERICA TUBERCULOSA,SIN CONFIRMACION BACTERIOLOGICA E HISTOPATOLOGICA;CX;Diagnóstico (CIEX);0
A1822;LINFADENOPATIA PERIFERICA TUBERCULOSA, CONFIRMADO CON HISTOPATOLOGIA;CX;Diagnóstico (CIEX);0
A1823;LINFADENOPATIA PERIFERICA TUBERCULOSA, CONFIRMADO CON BACTERIOLOGIA;CX;Diagnóstico (CIEX);0
A183;TUBERCULOSIS DE LOS INTESTINOS, EL PERITONEO Y LOS GANGLIOS MESENTERICOS;CX;Diagnóstico (CIEX);1
A1831;TUBERCULOSIS DE LOS INTESTINOS,EL PERITONEO Y GANGLIOS MESENTERICOS,SIN COFIRM.BACTERIO.;CX;Diagnóstico (CIEX);0
A1832;TUBERCULOSIS DE LOS INTESTINOS,EL PERITONEO Y GANGLIOS MESENTERICOS CONFIRMADO CON HISTO;CX;Diagnóstico (CIEX);0
A1833;TUBERCULOSIS DE LOS INTESTINOS,EL PERITONEO Y GANGLIOS MESENTERICOS,CONFIRMADO CON BACTE;CX;Diagnóstico (CIEX);0
A184;TUBERCULOSIS DE LA PIEL Y EL TEJIDO SUBCUTANEO;CX;Diagnóstico (CIEX);1
A1841;TUBERCULOSIS DE LA PIEL Y EL TEJIDO SUBCUTANEO,SIN CONFIRMACION BACTERIOLOGICA E HISTOPA;CX;Diagnóstico (CIEX);0
A1842;TUBERCULOSIS DE LA PIEL Y EL TEJIDO SUBCUTANEO, CONFIRMADO CON HISTOPATOLOGIA;CX;Diagnóstico (CIEX);0
A1843;TUBERCULOSIS DE LA PIEL Y EL TEJIDO SUBCUTANEO, CONFIRMADO CON BACTERIOLOGIA;CX;Diagnóstico (CIEX);0
A185;TUBERCULOSIS DEL OJO;CX;Diagnóstico (CIEX);1
A1851;TUBERCULOSIS DEL OJO, SIN CONFIRMACION BACTERIOLOGICA E HISTOPATOLOGICA;CX;Diagnóstico (CIEX);0
A1852;TUBERCULOSIS DEL OJO, CONFIRMADO CON HISTOPATOLOGIA;CX;Diagnóstico (CIEX);0
A1853;TUBERCULOSIS DEL OJO, CONFIRMACO CON BACTERIOLOG°A;CX;Diagnóstico (CIEX);0
A186;TUBERCULOSIS DEL OIDO;CX;Diagnóstico (CIEX);1
A1861;TUBERCULOSIS DEL OIDO, SIN CONFIRMACION BACTERIOLOGICA E HISTOPATOLOGICA;CX;Diagnóstico (CIEX);0
A1862;TUBERCULOSIS DEL OIDO, CONFIRMADO CON HISTOPATOLOGIA;CX;Diagnóstico (CIEX);0
A1863;TUBERCULOSIS DEL OIDO, CONFIRMADO CON BACTERIOLOGIA;CX;Diagnóstico (CIEX);0
A187;TUBERCULOSIS DE GLANDULAS SUPRARRENALES (E35.1*);CX;Diagnóstico (CIEX);1
A1871;TUBERCULOSIS DE GLANDULAS SUPRARRENALES,SIN CONFIRMACION BACTERIOLOGICA E HISTOPATOLOGIC;CX;Diagnóstico (CIEX);0
A1872;TUBERCULOSIS DE GLANDULAS SUPRARRENALES, CONFIRMADO CON BACTERIOLOGIA;CX;Diagnóstico (CIEX);0
A1873;TUBERCULOSIS DE GLANDULAS SUPRARRENALES, CONFIRMADO CON BACTERIOLOGIA;CX;Diagnóstico (CIEX);0
A188;TUBERCULOSIS DE OTROS ORGANOS ESPECIFICADOS;CX;Diagnóstico (CIEX);1
A1881;TUBERCULOSIS DE OTROS ORGANOS ESPECIFICADOS, SIN CONFIRMACION BACTERIOLOGICA E HISTOPATO;CX;Diagnóstico (CIEX);0
A1882;TUBERCULOSIS DE OTROS ORGANOS ESPECIFICADOS,  CONFIRMADO CON HISTOPATOLOGIA;CX;Diagnóstico (CIEX);0
A1883;TUBERCULOSIS DE OTROS ORGANOS ESPECIFICADOS, CONFIRMADO CON BACTERIOLOGIA;CX;Diagnóstico (CIEX);0
A1891;TB EXTRAPULMONAR SIN CONFIRMACION;CX;Diagnóstico (CIEX);0
A1892;TB EXTRAPULMONAR CON CONFIRMACION HISTOPATOLOGICA;CX;Diagnóstico (CIEX);0
A1893;TB EXTRAPULMONAR CON CONFIRMACION BACTERIOLOGICA;CX;Diagnóstico (CIEX);0
A190;TUBERCULOSIS MILIAR AGUDA DE UN SOLO SITIO ESPECIFICADO;CX;Diagnóstico (CIEX);1
A191;TUBERCULOSIS MILIAR AGUDA DE SITIOS MULTIPLES;CX;Diagnóstico (CIEX);1
A192;TUBERCULOSIS MILIAR AGUDA, NO ESPECIFICADA;CX;Diagnóstico (CIEX);1
A198;OTRAS TUBERCULOSIS MILIARES;CX;Diagnóstico (CIEX);1
A199;TUBERCULOSIS MILIAR, SIN OTRA ESPECIFICACION;CX;Diagnóstico (CIEX);1
A200;PESTE BUBONICA;CX;Diagnóstico (CIEX);1
A201;PESTE CELULOCUTANEA;CX;Diagnóstico (CIEX);1
A202;PESTE MUMONICA;CX;Diagnóstico (CIEX);1
A203;MENINGITIS POR PESTE;CX;Diagnóstico (CIEX);1
A207;PESTE SEPTICEMICA;CX;Diagnóstico (CIEX);1
A208;OTRAS FORMAS DE PESTE;CX;Diagnóstico (CIEX);1
A209;PESTE NO ESPECIFICADA;CX;Diagnóstico (CIEX);1
A210;TULAREMIA ULCEROGLANDULAR;CX;Diagnóstico (CIEX);1
A211;TULAREMIA OCULOGLANDULAR;CX;Diagnóstico (CIEX);1
A212;TULAREMIA PULMONAR;CX;Diagnóstico (CIEX);1
A213;TULAREMIA GASTROINTESTINAL;CX;Diagnóstico (CIEX);1
A217;TULAREMIA GENERALIZADA;CX;Diagnóstico (CIEX);1
A218;OTRAS FORMAS DE TULAREMIA;CX;Diagnóstico (CIEX);1
A219;TULAREMIA, NO ESPECIFICADA;CX;Diagnóstico (CIEX);1
A220;CARBUNCO CUTANEO;CX;Diagnóstico (CIEX);1
A221;CARBUNCO PULMONAR;CX;Diagnóstico (CIEX);1
A222;CARBUNCO GASTROINTESTINAL;CX;Diagnóstico (CIEX);1
A227;CARBUNCO SEPTICEMICO;CX;Diagnóstico (CIEX);1
A228;OTRAS FORMAS DE CARBUNCO;CX;Diagnóstico (CIEX);1
A229;CARBUNCO, NO ESPECIFICADO;CX;Diagnóstico (CIEX);1
A230;BRUCELOSIS DEBIDA A BRUCELLA MELITENSIS;CX;Diagnóstico (CIEX);1
A231;BRUCELOSIS DEBIDA A BRUCELLA ABORTUS;CX;Diagnóstico (CIEX);1
A232;BRUCELOSIS DEBIDA A BRUCELLA SUIS;CX;Diagnóstico (CIEX);1
A233;BRUCELOSIS DEBIDA A BRUCELLA CANIS;CX;Diagnóstico (CIEX);1
A238;OTRAS BRUCELOSIS;CX;Diagnóstico (CIEX);1
A239;BRUCELOSIS NO ESPECIFICADA;CX;Diagnóstico (CIEX);1
A240;MUERMO;CX;Diagnóstico (CIEX);1
A241;MELIOIDOSIS AGUDA Y FULMINANTE;CX;Diagnóstico (CIEX);1
A242;MELIOIDOSIS SUBAGUDA Y CRONICA;CX;Diagnóstico (CIEX);1
A243;OTRAS MELIOIDOSIS;CX;Diagnóstico (CIEX);1
A244;MELIOIDOSIS, NO ESPECIFICADA;CX;Diagnóstico (CIEX);1
A250;ESPIRILOSIS;CX;Diagnóstico (CIEX);1
A251;ESTREPTOBACILOSIS;CX;Diagnóstico (CIEX);1
A259;FIEBRE POR MORDEDURA DE RATA, NO ESPECIFICADA;CX;Diagnóstico (CIEX);1
A260;ERISIPELOIDE CUTANEO;CX;Diagnóstico (CIEX);1
A267;SEPTICEMIA POR ERYSIPELOTHRIX;CX;Diagnóstico (CIEX);1
A268;OTRAS FORMAS DE ERISIPELOIDE;CX;Diagnóstico (CIEX);1
A269;ERISIPELOIDE, NO ESPECIFICADA;CX;Diagnóstico (CIEX);1
A270;LEPTOSPIROSIS ICTEROHEMORRAGICA;CX;Diagnóstico (CIEX);1
A278;OTRAS FORMAS DE LEPTOSPIROSIS;CX;Diagnóstico (CIEX);1
A279;LEPTOSPIROSIS NO ESPECIFICADA;CX;Diagnóstico (CIEX);1
A280;PASTEURELOSIS;CX;Diagnóstico (CIEX);1
A281;ENFERMEDAD POR RASGUNO DE GATO;CX;Diagnóstico (CIEX);1
A282;YERSINIOSIS EXTRAINTESTINAL;CX;Diagnóstico (CIEX);1
A288;OTRAS ENFERMEDADES ZOONOTICAS BACTERIANAS ESPECIFICADAS, NO CLASIFICADAS EN OTRA PARTE;CX;Diagnóstico (CIEX);1
A289;ENFERMEDAD ZOONOTICA BACTERIANA, SIN OTRA ESPECIFICACION;CX;Diagnóstico (CIEX);1
A300;LEPRA INDETERMINADA;CX;Diagnóstico (CIEX);1
A301;LEPRA TUBERCULOIDE;CX;Diagnóstico (CIEX);1
A302;LEPRA TUBERCULOIDE LIMITROFE;CX;Diagnóstico (CIEX);1
A303;LEPRA LIMITROFE;CX;Diagnóstico (CIEX);1
A304;LEPRA LEPROMATOSA LIMITROFE;CX;Diagnóstico (CIEX);1
A305;LEPRA LEPROMATOSA;CX;Diagnóstico (CIEX);1
A308;OTRAS FORMAS DE LEPRA;CX;Diagnóstico (CIEX);1
A309;LEPRA, NO ESPECIFICADA;CX;Diagnóstico (CIEX);1
A310;INFECCIONES POR MICOBACTERIAS PULMONARES;CX;Diagnóstico (CIEX);1
A311;INFECCION CUTANEA POR MICOBACTERIAS;CX;Diagnóstico (CIEX);1
A318;OTRAS INFECCIONES POR MICOBACTERIAS;CX;Diagnóstico (CIEX);1
A319;INFECCION POR MICOBACTERIA, NO ESPECIFICADA;CX;Diagnóstico (CIEX);1
A320;LISTERIOSIS CUTANEA;CX;Diagnóstico (CIEX);1
A321;MENINGITIS Y MENINGOENCEFALITIS LISTERIANA;CX;Diagnóstico (CIEX);1
A327;SEPTICEMIA LISTERIANA;CX;Diagnóstico (CIEX);1
A328;OTRAS FORMAS DE LISTERIOSIS;CX;Diagnóstico (CIEX);1
A329;LISTERIOSIS, NO ESPECIFICADA;CX;Diagnóstico (CIEX);1
A33X;TETANOS NEONATAL;CX;Diagnóstico (CIEX);1
A34X;TETANOS OBSTETRICO;CX;Diagnóstico (CIEX);1
A35X;OTROS TETANOS;CX;Diagnóstico (CIEX);1
A360;DIFTERIA FARINGEA;CX;Diagnóstico (CIEX);1
A361;DIFTERIA NASOFARINGEA;CX;Diagnóstico (CIEX);1
A362;DIFTERIA LARINGEA;CX;Diagnóstico (CIEX);1
A363;DIFTERIA CUTANEA;CX;Diagnóstico (CIEX);1
A368;OTRAS DIFTERIAS;CX;Diagnóstico (CIEX);1
A369;DIFTERIA, NO ESPECIFICADA;CX;Diagnóstico (CIEX);1
A370;TOS FERINA DEBIDA A BORDETELLA PERTUSSIS;CX;Diagnóstico (CIEX);1
A371;TOS FERINA DEBIDA A BORDETELLA PARAPERTUSSIS;CX;Diagnóstico (CIEX);1
A378;TOS FERINA DEBIDA A OTRAS ESPECIES DE BORDETELLA;CX;Diagnóstico (CIEX);1
A379;TOS FERINA, NO ESPECIFICADA;CX;Diagnóstico (CIEX);1
A38X;ESCARLATINA;CX;Diagnóstico (CIEX);1
A390;MENINGITIS MENINGOCOCICA (G01*);CX;Diagnóstico (CIEX);1
A391;SINDROME DE WATERHOUSE-FRIDERICHSEN (E35.1*);CX;Diagnóstico (CIEX);1
A392;MENINGOCOCEMIA AGUDA;CX;Diagnóstico (CIEX);1
A393;MENINGOCOCEMIA CRONICA;CX;Diagnóstico (CIEX);1
A394;MENINGOCOCEMIA, NO ESPECIFICADA;CX;Diagnóstico (CIEX);1
A395;ENFERMEDAD CARDIACA DEBIDA A MENINGOCOCO;CX;Diagnóstico (CIEX);1
A398;OTRAS FORMAS DE ENFERMEDAD MENINGOCÓCICA;CX;Diagnóstico (CIEX);1
A399;ENFERMEDAD MENINGOCÓCICA, NO ESPECIFICADA;CX;Diagnóstico (CIEX);1
A400;SEPTICEMIA DEBIDA A ESTREPTOCOCO, GRUPO A;CX;Diagnóstico (CIEX);1
A401;SEPTICEMIA DEBIDA A ESTREPTOCOCO, GRUPO B;CX;Diagnóstico (CIEX);1
A402;SEPTICEMIA DEBIDA A ESTREPTOCOCO, GRUPO D;CX;Diagnóstico (CIEX);1
A403;SEPTICEMIA DEBIDA A STREPTOCOCCUS PNEUMONIAE;CX;Diagnóstico (CIEX);1
A408;OTRAS SEPTICEMIAS ESTREPTOCOCICAS;CX;Diagnóstico (CIEX);1
A409;SEPTICEMIA ESTREPTOCOCICA, NO ESPECIFICADA;CX;Diagnóstico (CIEX);1
A410;SEPTICEMIA DEBIDA A STAPHYLOCOCCUS AUREUS;CX;Diagnóstico (CIEX);1
A411;SEPTICEMIA DEBIDA A OTRO ESTAFILOCOCO ESPECIFICADO;CX;Diagnóstico (CIEX);1
A412;SEPTICEMIA DEBIDA A ESTAFILOCOCO NO ESPECIFICADO;CX;Diagnóstico (CIEX);1
A413;SEPTICEMIA DEBIDA A HAEMOPHILUS INFLUENZAE;CX;Diagnóstico (CIEX);1
A414;SEPTICEMIA DEBIDA A ANAEROBIOS;CX;Diagnóstico (CIEX);1
A415;SEPTICEMIA DEBIDA A OTROS ORGANISMOS GRAMNEGATIVOS;CX;Diagnóstico (CIEX);1
A418;OTRAS SEPTICEMIAS ESPECIFICADAS;CX;Diagnóstico (CIEX);1
A419;SEPTICEMIA, NO ESPECIFICADA;CX;Diagnóstico (CIEX);1
A420;ACTINOMICOSIS PULMONAR;CX;Diagnóstico (CIEX);1
A421;ACTINOMICOSIS ABDOMINAL;CX;Diagnóstico (CIEX);1
A422;ACTINOMICOSIS CERVICOFACIAL;CX;Diagnóstico (CIEX);1
A427;SEPTICEMIA ACTINOMICOTICA;CX;Diagnóstico (CIEX);1
A428;OTRAS FORMAS DE ACTINOMICOSIS;CX;Diagnóstico (CIEX);1
A429;ACTINOMICOSIS, SIN OTRA ESPECIFICACION;CX;Diagnóstico (CIEX);1
A430;NOCARDIOSIS PULMONAR;CX;Diagnóstico (CIEX);1
A431;NOCARDIOSIS CUTANEA;CX;Diagnóstico (CIEX);1
A438;OTRAS FORMAS DE NOCARDIOSIS;CX;Diagnóstico (CIEX);1
A439;NOCARDIOSIS, NO ESPECIFICADA;CX;Diagnóstico (CIEX);1
A440;BARTONELOSIS SISTEMICA (FIEBRE DE LA OROYA);CX;Diagnóstico (CIEX);1
A441;BARTONELOSIS CRONICA;CX;Diagnóstico (CIEX);1
A448;OTRAS FORMAS DE BARTONELOSIS;CX;Diagnóstico (CIEX);1
A4481;BARTONELOSIS AGUDA;CX;Diagnóstico (CIEX);1
A4482;BARTONELOSIS AGUDA COMPLICADA;CX;Diagnóstico (CIEX);1
A4483;BARTONELOSIS RESISTENTE;CX;Diagnóstico (CIEX);1
A449;BARTONELOSIS NO ESPECIFICADA;CX;Diagnóstico (CIEX);1
A46X;ERISIPELA;CX;Diagnóstico (CIEX);1
A480;GANGRENA GASEOSA;CX;Diagnóstico (CIEX);1
A481;ENFERMEDAD DE LOS LEGIONARIOS;CX;Diagnóstico (CIEX);1
A482;ENFERMEDAD DE LOS LEGIONARIOS NO NEUMONICA [FIEBRE DE PONTIAC];CX;Diagnóstico (CIEX);1
A483;SINDROME DEL CHOQUE TOXICO;CX;Diagnóstico (CIEX);1
A484;FIEBRE PURPURICA BRASILENA;CX;Diagnóstico (CIEX);1
A488;OTRAS ENFERMEDADES BACTERIANAS ESPECIFICADAS;CX;Diagnóstico (CIEX);1
A490;INFECCION ESTAFILOCOCICA, SIN OTRA ESPECIFICACION;CX;Diagnóstico (CIEX);1
A491;INFECCION ESTREPTOCOCICA, SIN OTRA ESPECIFICACION;CX;Diagnóstico (CIEX);1
